id,fake-company-name,company-email
"979","Mårtensson och Gunnarsson","tastrom@gustafsson.com"
"980","Gunborg Lindqvist HB","annie.ek@bergstrom.info"
"981","Dahlberg & Ekström AB","rune85@lundgren.com"
"982","Jonsson HB","tommy.astrom@samuelsson.com"
"983","Wallin & Bergman","eve58@lindgren.com"
"984","Bo Fransson HB","eliasson.william@ek.biz"
"985","Martinsson och Svensson","adrian26@sjoberg.com"
"986","Ekström & Sandberg","soderberg.toivo@andersson.com"
"987","Jönsson AB","persson.laurentius@sandberg.com"
"988","Holm HB","janake12@ek.biz"
"989","Bergman och Strömberg","adam.henriksson@danielsson.com"
"990","Ekström HB","fabian.jonasson@holm.com"
"991","Åström och Lundgren HB","lisbet85@nyberg.net"
"992","Bergqvist & Isaksson","soderberg.ella@martinsson.biz"
"993","Claesson och Ivarsson","majlis.henriksson@jakobsson.com"
"994","Åkesson AB","karlsson.annchristine@olofsson.com"
"995","Strömberg & Berg","sigrid.holm@engstrom.biz"
"996","Henriksson & Persson HB","hellstrom.hilma@lundin.com"
"997","Sundberg & Gustafsson HB","bjork.gerd@falk.biz"
"998","Jönsson och Holmqvist AB","wbergman@lofgren.com"
"999","Lindberg och Lundgren HB","gustafsson.judit@sandstrom.com"
"1000","Arvidsson HB","ekstrom.urban@lund.net"
